Date,GLD,IWM,QQQ,SPY,TLT,VNQ
2008-12-19,82.62999725341797,38.364471435546875,25.84052085876465,64.66912078857422,74.18071746826172,18.279075622558594
2008-12-22,83.45999908447266,37.62395477294922,25.27802848815918,63.840476989746094,73.6103515625,17.59088706970215
2008-12-23,82.62999725341797,37.077056884765625,25.148210525512695,63.180538177490234,73.51329040527344,17.491865158081055
2008-12-24,83.45999908447266,37.211997985839844,25.217449188232422,63.54718017578125,73.35554504394531,17.69783592224121
2008-12-26,85.5999984741211,37.74382019042969,25.208791732788086,63.9138298034668,73.59821319580078,17.952110290527344
2008-12-29,86.3499984741211,37.16436004638672,25.0010986328125,63.73051071166992,73.50992584228516,16.919742584228516
2008-12-30,85.9000015258789,38.19627380371094,25.520328521728516,65.24110412597656,74.21003723144531,17.59612274169922
2008-12-31,86.5199966430664,39.08528518676758,25.736677169799805,66.17237854003906,72.65764617919922,18.536962509155273
2009-01-02,86.2300033569336,39.863197326660156,26.853031158447266,68.16693878173828,70.83135986328125,17.94703483581543
2009-01-05,84.4800033569336,40.006072998046875,26.84438133239746,68.08625793457031,69.0050277709961,17.61646270751953
2009-01-06,85.12999725341797,40.68075180053711,27.112646102905273,68.5408935546875,68.31097412109375,18.49627113342285
2009-01-07,82.75,39.48218536376953,26.342449188232422,66.48767852783203,68.57881927490234,17.875831604003906
2009-01-08,84.45999908447266,39.67268371582031,26.619375228881836,66.75899505615234,68.5240478515625,17.743602752685547
2009-01-09,83.91999816894531,38.204200744628906,26.02225685119629,65.32908630371094,68.62757873535156,16.833280563354492
2009-01-12,80.76000213623047,37.06911087036133,25.546293258666992,63.75983810424805,69.33987426757812,15.84668254852295
2009-01-13,80.87999725341797,37.561256408691406,25.554948806762695,63.87715148925781,69.41289520263672,16.324724197387695
2009-01-14,79.79000091552734,35.91020965576172,24.776100158691406,61.86793518066406,70.55741882324219,15.470343589782715
2009-01-15,80.38999938964844,36.48967361450195,25.18283462524414,61.88996124267578,70.67301177978516,15.978907585144043
2009-01-16,82.70999908447266,36.89448547363281,25.459754943847656,62.37389373779297,69.58336639404297,16.58408546447754
2009-01-20,84.5199966430664,34.394100189208984,24.196290969848633,59.08140563964844,69.5711898803711,14.727855682373047
2009-01-21,84.1500015258789,36.1086540222168,25.226102828979492,61.633277893066406,67.37349700927734,16.268783569335938
2009-01-22,84.58000183105469,35.060855865478516,24.888599395751953,60.68000030517578,66.07678985595703,15.378805160522461
2009-01-23,88.52999877929688,35.23550796508789,25.0097599029541,60.94397735595703,65.55935668945312,15.84668254852295
2009-01-26,88.94999694824219,35.63237762451172,25.191482543945312,61.36195755004883,64.98711395263672,15.755143165588379
2009-01-27,88.37999725341797,36.02133560180664,25.373220443725586,61.9852409362793,66.51512145996094,15.978907585144043
2009-01-28,87.41999816894531,37.50570297241211,26.26456642150879,64.08246612548828,64.85309600830078,17.3621883392334
2009-01-29,89.5,36.03721618652344,25.598220825195312,61.99991226196289,63.36161422729492,15.943303108215332
2009-01-30,91.30999755859375,35.306941986083984,25.148210525512695,60.73868179321289,63.16073989868164,15.287267684936523
2009-02-02,88.83999633789062,35.592708587646484,25.451099395751953,60.55534362792969,64.3358383178711,15.658516883850098
2009-02-03,88.47000122070312,35.846702575683594,25.849180221557617,61.40594482421875,62.8035888671875,15.50085735321045
2009-02-04,89.18000030517578,35.58477020263672,25.883792877197266,61.10533142089844,62.583839416503906,15.124528884887695
2009-02-05,90.12000274658203,35.99750900268555,26.4549617767334,62.014556884765625,62.638797760009766,14.804140090942383
2009-02-06,89.58999633789062,37.275489807128906,27.14727210998535,63.78183364868164,62.44343948364258,15.831422805786133
2009-02-09,88.31999969482422,37.108802795410156,27.259777069091797,63.869834899902344,62.64494323730469,16.06536293029785
2009-02-10,90.20999908447266,35.39426040649414,26.25591278076172,60.94397735595703,64.0062255859375,14.636319160461426
